date,composite_net,global_only_net,pure_local_net,software__panel_gross,software__panel_cost,software__panel_net,software__mom_slow_gross,software__mom_slow_cost,software__mom_slow_net,software__mom_fast_gross,software__mom_fast_cost,software__mom_fast_net,industrial__panel_gross,industrial__panel_cost,industrial__panel_net,industrial__mom_slow_gross,industrial__mom_slow_cost,industrial__mom_slow_net,industrial__mom_fast_gross,industrial__mom_fast_cost,industrial__mom_fast_net,finance__panel_gross,finance__panel_cost,finance__panel_net,finance__mom_slow_gross,finance__mom_slow_cost,finance__mom_slow_net,finance__mom_fast_gross,finance__mom_fast_cost,finance__mom_fast_net,ai_chip__panel_gross,ai_chip__panel_cost,ai_chip__panel_net,ai_chip__mom_slow_gross,ai_chip__mom_slow_cost,ai_chip__mom_slow_net,ai_chip__mom_fast_gross,ai_chip__mom_fast_cost,ai_chip__mom_fast_net,consumer__panel_gross,consumer__panel_cost,consumer__panel_net,consumer__mom_slow_gross,consumer__mom_slow_cost,consumer__mom_slow_net,consumer__mom_fast_gross,consumer__mom_fast_cost,consumer__mom_fast_net,datacenter_hw__panel_gross,datacenter_hw__panel_cost,datacenter_hw__panel_net,datacenter_hw__mom_slow_gross,datacenter_hw__mom_slow_cost,datacenter_hw__mom_slow_net,datacenter_hw__mom_fast_gross,datacenter_hw__mom_fast_cost,datacenter_hw__mom_fast_net,globalarm_panel_net,globalarm_mom_slow_net,globalarm_mom_fast_net,wlocal_software_panel,wmix_software_panel,wlocal_software_mom_slow,wmix_software_mom_slow,wlocal_software_mom_fast,wmix_software_mom_fast,wlocal_industrial_panel,wmix_industrial_panel,wlocal_industrial_mom_slow,wmix_industrial_mom_slow,wlocal_industrial_mom_fast,wmix_industrial_mom_fast,wlocal_finance_panel,wmix_finance_panel,wlocal_finance_mom_slow,wmix_finance_mom_slow,wlocal_finance_mom_fast,wmix_finance_mom_fast,wlocal_ai_chip_panel,wmix_ai_chip_panel,wlocal_ai_chip_mom_slow,wmix_ai_chip_mom_slow,wlocal_ai_chip_mom_fast,wmix_ai_chip_mom_fast,wlocal_consumer_panel,wmix_consumer_panel,wlocal_consumer_mom_slow,wmix_consumer_mom_slow,wlocal_consumer_mom_fast,wmix_consumer_mom_fast,wlocal_datacenter_hw_panel,wmix_datacenter_hw_panel,wlocal_datacenter_hw_mom_slow,wmix_datacenter_hw_mom_slow,wlocal_datacenter_hw_mom_fast,wmix_datacenter_hw_mom_fast
2024-01-03,-0.023263547855853686,-0.019954600635008615,-0.023263547855853686,-0.018342793564845063,0.001,-0.019342793564845064,-0.012342469680475067,0.001,-0.013342469680475068,-0.012683706915400104,0.001,-0.013683706915400103,-0.022068043146127054,0.001,-0.023068043146127055,-0.012992619904818554,0.001,-0.013992619904818555,-0.018786704361451502,0.001,-0.019786704361451503,-0.06603461710555614,0.001,-0.06703461710555614,-0.015057165328246932,0.001,-0.01605716532824693,-0.03883158655601652,0.001,-0.03983158655601652,-0.03303698360907109,0.001,-0.03403698360907109,-0.014062999327208892,0.001,-0.015062999327208892,-0.01722260302912154,0.001,-0.018222603029121542,-0.011993597254621235,0.001,-0.012993597254621236,-0.011993597254621235,0.001,-0.012993597254621236,-0.01962555395879484,0.001,-0.02062555395879484,-0.035037953672879985,0.001,-0.036037953672879985,-0.009192176975765853,0.001,-0.010192176975765854,-0.00944638518724028,0.001,-0.010446385187240281,-0.02841546304397402,-0.004781518374208,-0.018205958077878427,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25
2024-01-04,0.0017314996651543817,0.001700851042353888,0.0017306685711942773,0.0058755673799260055,0.0,0.0058755673799260055,0.005751353332559864,0.0,0.005751353332559864,0.00020929173428700204,0.0,0.00020929173428700204,0.005100707527257146,0.0,0.005100707527257146,0.002940513011733851,0.0,0.002940513011733851,-0.00105264957136549,0.0,-0.00105264957136549,0.010973702245742418,0.0,0.010973702245742418,0.006505714654845136,0.0,0.006505714654845136,0.0005339968047138504,0.0,0.0005339968047138504,-0.003710253704448885,0.0,-0.003710253704448885,0.0025963862337570753,0.0,0.0025963862337570753,-0.007109111466874818,0.0,-0.007109111466874818,-0.004319648431309053,0.0,-0.004319648431309053,-0.004319648431309053,0.0,-0.004319648431309053,-0.004883762863621466,0.0,-0.004883762863621466,-0.000679119321656485,0.0,-0.000679119321656485,0.005051927911050136,0.001,0.004051927911050136,-0.0008049398213255676,0.0,-0.0008049398213255676,-0.0048259018639106675,0.012476285633481613,0.00396692776873405,0.49969394035124043,0.4998469701756202,0.2501619927848376,0.25025719204683644,0.2501440668639221,0.24989583777754337,0.49967558877673746,0.49983779438836873,0.25031439899230745,0.2503333951505714,0.25001001223095515,0.2498288104610599,0.49884130286387646,0.49942065143193826,0.251204872062031,0.25077863168543313,0.24995382507409256,0.24980071688262862,0.4990867926798489,0.4996986415843502,0.25053969473629684,0.2504142014398976,0.2503735125838542,0.2498871569757522,0.5002002585814647,0.5000660853318833,0.25010012929073233,0.25026914484286134,0.24969961212780306,0.24966476982525532,0.4986497728820661,0.49955442505108183,0.2506818045445547,0.2504610976766227,0.25066842257337923,0.24998447727229545
2024-01-05,0.0024862384770357056,0.004644660289957914,0.00248498470452302,0.006252998841273468,0.0,0.006252998841273468,0.0036679974662912063,0.0,0.0036679974662912063,0.003760370097827555,0.0,0.003760370097827555,-0.0018641970526233433,0.0,-0.0018641970526233433,0.0017681154047848313,0.0,0.0017681154047848313,0.005315672080607052,0.0006666666666666666,0.004649005413940385,-0.009693764060646851,0.0,-0.009693764060646851,-0.004061564004602002,0.0,-0.004061564004602002,0.002201932276256276,0.0006666666666666666,0.0015352656095896093,0.012013260309072571,0.0,0.012013260309072571,0.0116617442275887,0.0,0.0116617442275887,0.002269605255505125,0.0,0.002269605255505125,-0.005604021077592447,0.0,-0.005604021077592447,-0.005604021077592447,0.0,-0.005604021077592447,-0.008590005408751877,0.001,-0.009590005408751878,0.009708948485414481,0.0,0.009708948485414481,0.011332947798266546,0.001,0.010332947798266545,-0.004984173513276902,0.0,-0.004984173513276902,0.002580500750843188,0.009977021624550497,0.0034255296549147163,0.4998458931314883,0.49992294656574415,0.25023153760845634,0.25040364938833776,0.24992256926005546,0.24967340404591817,0.49989373371743673,0.49994686685871836,0.2503101028884677,0.25044293202834345,0.24979616339409558,0.24961020111293825,0.4992321878743813,0.49961609393719064,0.25116593874155235,0.25087084995488573,0.24960187338406642,0.24951305610792365,0.49901024933847216,0.4996733822816958,0.2508332525319998,0.25066073331826677,0.25015649812952806,0.24966588440003745,0.5002150542777339,0.5000709679116522,0.25010752713886697,0.25042124393853293,0.24967741858339906,0.2495077881498149,0.4985288507316464,0.4995145207414433,0.25087013512045564,0.2506729045724572,0.25060101414789804,0.24981257468609952
2024-02-02,0.018327110925754266,0.02896206654688262,0.018325531773444714,0.02231850583459679,0.0019999999999999996,0.02031850583459679,0.049672834624512475,0.0,0.049672834624512475,0.017446821446188622,0.0,0.017446821446188622,0.007898410678520448,0.0013333333333333333,0.006565077345187115,0.008551494651107088,0.0006666666666666666,0.007884827984440422,0.013637068811046463,0.0006666666666666666,0.012970402144379797,0.007225722780083821,0.0006666666666666666,0.006559056113417154,0.013876201953790948,0.0013333333333333333,0.012542868620457615,0.0034489627771638145,0.0013333333333333333,0.002115629443830481,0.025617261932707525,0.001,0.024617261932707524,0.01609059081296338,0.0,0.01609059081296338,0.02690959373317725,0.001,0.02590959373317725,-0.001165492192273132,0.002,-0.003165492192273132,0.011791878874952033,0.001,0.010791878874952032,0.0008504028438342526,0.001,-0.00014959715616574745,0.010104524926675795,0.001,0.009104524926675794,0.036143134128727494,0.001,0.03514313412872749,0.003650698733337898,0.0,0.003650698733337898,0.011060042658733803,0.08433700195892646,0.009166347506601205,0.4999791824033699,0.49998959120168496,0.25016242692141516,0.25045508177104303,0.24985839067521498,0.249555327027272,0.49962748029538157,0.49981374014769075,0.250367686762149,0.25055771169140995,0.25000483294246956,0.2496285481608993,0.4987899980541533,0.4993949990270766,0.2512404530717833,0.2509940948462271,0.24996954887406342,0.24961090612669623,0.49927479218961435,0.49976068142257274,0.25094770280887113,0.25081372546277697,0.24977750500151458,0.2494255931146503,0.5003195743954034,0.5001054595504831,0.2501597871977017,0.2505537133110911,0.2495206384068948,0.24934082713842576,0.4988976236372962,0.4996362158003077,0.2510886098121001,0.25086022477384257,0.2500137665506037,0.2495035594258497
2024-02-05,-0.012496035015355563,-0.024959889206046297,-0.012490561808388418,-0.03811776523103475,0.0006666666666666666,-0.03878443189770142,-8.302196476173119e-05,0.0,-8.302196476173119e-05,-0.016000719054058643,0.0,-0.016000719054058643,-0.015238424720096844,0.0013333333333333333,-0.016571758053430176,0.0004547943310660254,0.0,0.0004547943310660254,0.003344124762060992,0.0,0.003344124762060992,-0.049680705410175,0.0,-0.049680705410175,-0.026798172182616486,0.0,-0.026798172182616486,-0.003164589873292563,0.0006666666666666666,-0.0038312565399592296,0.038066560266749705,0.0,0.038066560266749705,0.025967493683752618,0.0,0.025967493683752618,0.032229615577132775,0.0,0.032229615577132775,-0.01776365037434874,0.0,-0.01776365037434874,-0.002251751360015375,0.001,-0.003251751360015375,-0.002251751360015375,0.001,-0.003251751360015375,0.00561640682855391,0.0,0.00561640682855391,0.0006567333611801063,0.0,0.0006567333611801063,-0.003713073144177792,0.0,-0.003713073144177792,-0.04933533512566705,-0.009168359013630443,0.008125342230855667,0.49928206791459256,0.4996410339572963,0.2513583383063158,0.25158896420148835,0.24935959377909153,0.24877000184121525,0.4994247584146454,0.4997123792073227,0.25033547133042483,0.2510775307135429,0.25023977025492966,0.2492100900791343,0.4987487192858957,0.49937435964294785,0.25153554217196367,0.2516775661343123,0.24971573854214052,0.24894807422273973,0.499465162784362,0.49982350371883943,0.25059427140785756,0.2514152349293558,0.2499405658077804,0.24876126135180465,0.49987349384395646,0.4999582529685056,0.25067039816344305,0.251440356758699,0.24945610799260046,0.24860139027279526,0.49835413728337813,0.4994568653035148,0.2521903207661048,0.2519419312175774,0.24945554195051714,0.2486012034789078
2024-02-06,0.022584018246061988,0.03383190664087644,0.022558081052347915,0.0950201475933623,0.0006666666666666666,0.09435348092669564,0.013910867188738683,0.0,0.013910867188738683,0.0002923452514541256,0.0,0.0002923452514541256,0.010998065200314322,0.0,0.010998065200314322,0.002553306899232906,0.0,0.002553306899232906,0.0036437955156973048,0.0,0.0036437955156973048,0.01583302112190395,0.0,0.01583302112190395,0.023304250127892757,0.0,0.023304250127892757,0.004563693253162378,0.0006666666666666666,0.0038970265864957114,-0.01777534638458933,0.001,-0.01877534638458933,-0.0068871524406028395,0.0,-0.0068871524406028395,-0.0077547278777864714,0.0,-0.0077547278777864714,0.0034276983091220403,0.0,0.0034276983091220403,0.002192482802359619,0.0,0.002192482802359619,0.002192482802359619,0.0,0.002192482802359619,0.08663594909509581,0.0,0.08663594909509581,-0.006225660875058769,0.001,-0.0072256608750587694,-0.0001982782580561282,0.0,-0.0001982782580561282,0.07171822019539453,-0.003773818021664063,-0.004338078130603457,0.49766608281290875,0.49883304140645435,0.2525893362413387,0.2519774926140594,0.2497445809457526,0.2491894659794862,0.4984550271491817,0.49922751357459083,0.2507443503810269,0.25105499968390343,0.25080062246979135,0.2497174867415056,0.49694600197184097,0.4984730009859205,0.25183361315769837,0.2515996310722392,0.2512203848704607,0.24992736794184028,0.49993614351819027,0.4999789273610028,0.2501940719568656,0.2509790285669083,0.24986978452494404,0.2490420440720888,0.49911162007784127,0.49970683462568766,0.25105225994831476,0.2512622306040865,0.249836119973844,0.2490309347702258,0.4987285727018334,0.49958042899160504,0.25211707781004883,0.25161362049845876,0.2491543494881177,0.24880595050993615
2024-02-07,0.021208269760356776,0.029905901929220827,0.021213106567701468,0.008617971773718147,0.0006666666666666666,0.007951305107051481,0.04721266673047671,0.0006666666666666666,0.04654600006381004,0.03693889000234033,0.0,0.03693889000234033,0.008081408769465392,0.0,0.008081408769465392,0.008130623413800478,0.0,0.008130623413800478,0.007944438407642657,0.0,0.007944438407642657,0.00941823404680131,0.0006666666666666666,0.008751567380134644,0.01602934142142002,0.0,0.01602934142142002,0.004138278337973384,0.0,0.004138278337973384,0.02318554589981925,0.001,0.022185545899819248,0.014216936763647436,0.0,0.014216936763647436,0.019959966029058918,0.0,0.019959966029058918,0.01725540347258392,0.0,0.01725540347258392,0.04235069042127504,0.001,0.04135069042127504,0.009946438904827049,0.0,0.009946438904827049,0.04723544819935821,0.001,0.04623544819935821,0.015175493791049766,0.0,0.015175493791049766,-0.0034630639905247063,0.0,-0.0034630639905247063,0.03316679752632368,0.028533807728370258,0.024660362996475005,0.4999159514812024,0.5013768884665881,0.2518155630058603,0.2508846378182916,0.24826848551293718,0.2477384737151202,0.49886974379143495,0.5008537846217044,0.2505083252917518,0.25023101896123745,0.2506219309168133,0.24891519641705823,0.49706205783163765,0.49994994164180573,0.25228794477370337,0.2511208287022132,0.25064999739465893,0.24892922965598108,0.4993347717775599,0.5016818177394172,0.2505177569634233,0.2501398472605141,0.25014747125901665,0.24817833500006864,0.49917646870180693,0.5016295777244187,0.2510197569112037,0.25030550724328166,0.24980377438698947,0.24806491503229966,0.5015494656377151,0.5024126667132685,0.25051440351873583,0.25013874062376723,0.24793613084354904,0.24744859266296432
2024-02-08,0.009660017367133684,0.0180089820776694,0.009663525410437095,-0.0069805701236134166,0.0006666666666666666,-0.0076472367902800835,0.004973573733315269,0.0006666666666666666,0.004306907066648602,0.01445233428023281,0.0006666666666666666,0.013785667613566144,-0.012125455213591355,0.0006666666666666666,-0.012792121880258021,0.001326729457576725,0.0,0.001326729457576725,0.0003374974528311443,0.0,0.0003374974528311443,0.04844264100814229,0.0006666666666666666,0.04777597434147562,0.06186712035871829,0.0,0.06186712035871829,-0.005109124455417261,0.0,-0.005109124455417261,0.002389479446120446,0.0,0.002389479446120446,-0.006539352818492716,0.0,-0.006539352818492716,0.004581546215846111,0.0,0.004581546215846111,-0.00383595069433712,0.0,-0.00383595069433712,0.005235412862324096,0.001,0.004235412862324096,-0.0007323643159019566,0.0,-0.0007323643159019566,0.007009260117797955,0.0,0.007009260117797955,0.018188044958963534,0.0,0.018188044958963534,-0.0008718902955773267,0.0,-0.0008718902955773267,0.03170509901514925,0.003216864852224721,0.005068948601671213,0.49814000927445146,0.5006610749987341,0.2529629425922729,0.25142228723231363,0.24889704813327562,0.24791663776895226,0.49887204842745175,0.5010270945752342,0.2505120716165562,0.2501968517444553,0.25061587995599205,0.24877605368031047,0.4969909061905403,0.5000865234567785,0.25263765061090093,0.25125964124162764,0.25037144319855875,0.24865383530159382,0.4996024349725757,0.5020008378253712,0.25023295203161083,0.24999756752490898,0.2501646129958135,0.24800159464971983,0.498732469061554,0.5017137490747341,0.25206873266553476,0.25060337513410386,0.24919879827291133,0.2476828757911621,0.5036663051513359,0.5033419149843621,0.24993616504890984,0.24989962782061764,0.2463975297997542,0.24675845719502026
2024-02-09,0.022603397413360378,0.015686712479017675,0.02255751555228866,0.09020085185576066,0.0006666666666666666,0.08953418518909399,0.015670348530976225,0.0,0.015670348530976225,0.019519773429125104,0.0006666666666666666,0.018853106762458438,0.0022476001007470194,0.0,0.0022476001007470194,0.011714060733437837,0.0,0.011714060733437837,-0.0031296138196662176,0.0,-0.0031296138196662176,0.030604481934065765,0.0,0.030604481934065765,0.02492555936375407,0.0006666666666666666,0.024258892697087402,0.0026530219657250696,0.0006666666666666666,0.001986355299058403,0.012645733088082145,0.0,0.012645733088082145,0.02742121893518834,0.0,0.02742121893518834,0.02740727037572399,0.0,0.02740727037572399,0.003078171292704379,0.0,0.003078171292704379,0.0030300926329886457,0.0,0.0030300926329886457,-0.006667088718615932,0.0,-0.006667088718615932,0.05504279680195612,0.001,0.05404279680195612,0.045292876515840685,0.0,0.045292876515840685,0.02766762152632546,0.001,0.026667621526325458,0.015457692650482874,0.020586896912095476,0.011199299457208656,0.4972655099604376,0.5009474299782728,0.25315357093759067,0.2511295714130768,0.24958091910197167,0.24792299860865036,0.49815678653909523,0.5013930682676015,0.2508956915438847,0.2500006317162238,0.25094752191702013,0.24860630001617462,0.4983100268267294,0.5014696884114187,0.25342653927168945,0.25126605558012616,0.24826343390158115,0.2472642560084551,0.4997791444264979,0.5030287821581366,0.249852532784143,0.24935206898410434,0.25036832278935905,0.24761914885775896,0.4984383483691669,0.5025863194592174,0.25234744173653656,0.2501753889383942,0.24921420989429657,0.24723829160238836,0.5035756793054955,0.5042816386682059,0.25047851334142623,0.2495586425680078,0.24594580735307817,0.24615971876378628
2024-02-12,-0.0028060003453763724,-0.016932049085380284,-0.002822606983162516,-0.005596877765108865,0.0006666666666666666,-0.006263544431775532,-0.023284195060024954,0.0,-0.023284195060024954,-0.020039434321820055,0.0,-0.020039434321820055,0.00492257173573781,0.0,0.00492257173573781,-0.0034589078659551515,0.0,-0.0034589078659551515,0.004359369382121373,0.0,0.004359369382121373,0.026633130301460195,0.0,0.026633130301460195,0.012334810980527428,0.0,0.012334810980527428,0.0018100375903516615,0.0,0.0018100375903516615,-0.008836138520103842,0.0,-0.008836138520103842,0.009109261655730228,0.0,0.009109261655730228,0.007750786370034013,0.0,0.007750786370034013,0.02643317326398542,0.0,0.02643317326398542,-0.0011011854717298264,0.0,-0.0011011854717298264,0.0029845229664401396,0.0,0.0029845229664401396,0.0007912314320251412,0.001,-0.00020876856797485879,0.004782082917270447,0.0,0.004782082917270447,0.006584627284863531,0.001,0.005584627284863531,-0.019725409243059207,-0.010450956362494232,-0.017771752278648318,0.4989848231556823,0.5017948909894784,0.25220409224083923,0.25078303752199516,0.2488110846034785,0.24742207148852646,0.49804918195633,0.5013270703898023,0.2513406547363178,0.2503513187697345,0.2506101633073523,0.2483216108404634,0.4992211180814211,0.5019130384523478,0.25355179311192266,0.2514568879575369,0.24722708880665623,0.24663007359011535,0.4990037992503222,0.5027565761642002,0.2502401725123211,0.24965178540717722,0.25075602823735677,0.24759163842862258,0.4986937016485076,0.5026542439556014,0.2524741718854436,0.25038900520030766,0.24883212646604883,0.24695675084409097,0.5043067285293071,0.5045065428262653,0.2505943032619533,0.24976864855455586,0.24509896820873955,0.24572480861917892
